disease,celltype,candidate_genes,y
acute myeloid leukemia,myeloid progenitor cell,"['SH3BP1', 'ABLIM1', 'HOXA4', 'ADRA1B', 'RTN4RL1']",ADRA1B
acute myeloid leukemia,myeloid progenitor cell,"['VRK2', 'GLI2', 'ANXA11', 'ADGRG1', 'SORD']",ADGRG1
acute myeloid leukemia,myeloid progenitor cell,"['RAB10', 'MYB', 'THUMPD3-AS1', 'ABRAXAS1', 'SLC22A12']",MYB
acute myeloid leukemia,myeloid progenitor cell,"['GNAQ', 'YME1L1', 'MBLAC2', 'CHD6', 'GLDN']",GNAQ
acute myeloid leukemia,myeloid progenitor cell,"['RAET1L', 'ASF1A', 'ACSL1', 'FOXP3', 'AMPH']",FOXP3
acute myeloid leukemia,myeloid progenitor cell,"['NAT10', 'LIN28B', 'VWF', 'TRIM24', 'LDLRAP1']",TRIM24
acute myeloid leukemia,myeloid progenitor cell,"['IL2RB', 'DIO3', 'FADD', 'ARMC9', 'ZC3H12D']",IL2RB
acute myeloid leukemia,myeloid progenitor cell,"['UNC13D', 'UBIAD1', 'DLG1', 'HLA-DQA1', 'FOXO4']",FOXO4
acute myeloid leukemia,myeloid progenitor cell,"['CPA4', 'MPI', 'PWWP2A', 'DUXAP8', 'CNR1']",PWWP2A
acute myeloid leukemia,myeloid progenitor cell,"['NT5C2', 'NCBP1', 'AOX2P', 'S100P', 'TRIM39']",NT5C2
acute myeloid leukemia,myeloid progenitor cell,"['EBI3', 'LDLRAD3', 'NMNAT2', 'AIF1', 'NCOR2']",NCOR2
acute myeloid leukemia,myeloid progenitor cell,"['ARPP21', 'DENND1A', 'PCBD1', 'ERBB2', 'CLCF1']",ERBB2
acute myeloid leukemia,myeloid progenitor cell,"['SCARNA7', 'MYT1', 'SRSF2', 'SSB', 'ZNF641']",SRSF2
acute myeloid leukemia,myeloid progenitor cell,"['PSMD9', 'RPL36A', 'TSPAN18', 'SOCS1', 'EIF2A']",SOCS1
acute myeloid leukemia,myeloid progenitor cell,"['ABCC4', 'CH25H', 'HSPA4L', 'Metazoa_SRP', 'PVR']",PVR
acute myeloid leukemia,myeloid progenitor cell,"['CPXM1', 'RBM48', 'PNPLA2', 'TFE3', 'ANKRD28']",TFE3
acute myeloid leukemia,myeloid progenitor cell,"['LACTB', 'PDE7A', 'KAT2A', 'PAPOLG', 'GLCCI1']",KAT2A
acute myeloid leukemia,myeloid progenitor cell,"['AHCYL1', 'RNASEK', 'UBC', 'ANGPTL2', 'LHFPL6']",LHFPL6
acute myeloid leukemia,myeloid progenitor cell,"['MYT1', 'SEMG1', 'DHFR', 'TPH1', 'RNASET2']",DHFR
acute myeloid leukemia,myeloid progenitor cell,"['ZNF596', 'SGF29', 'ABHD13', 'BMP5', 'PGF']",BMP5
acute myeloid leukemia,myeloid progenitor cell,"['TUBB2A', 'LOXL2', 'ADAM6', 'ATP5MGL', 'IGHA1']",TUBB2A
acute myeloid leukemia,myeloid progenitor cell,"['TOLLIP', 'HCN1', 'MALT1', 'SIK2', 'LPAR2']",MALT1
acute myeloid leukemia,myeloid progenitor cell,"['CD99', 'OR10A4', 'CD38', 'RBMX', 'ATP2B2']",CD38
acute myeloid leukemia,myeloid progenitor cell,"['FASN', 'GLI2', 'LDOC1', 'CD19', 'MOGAT1']",CD19
acute myeloid leukemia,myeloid progenitor cell,"['WNT2B', 'POLDIP3', 'GP5', 'ATL1', 'ANPEP']",ANPEP
acute myeloid leukemia,myeloid progenitor cell,"['UBE2S', 'DENND1A', 'TUBB6', 'SCN10A', 'THAP1']",TUBB6
acute myeloid leukemia,myeloid progenitor cell,"['LPO', 'CBL', 'KPNA1', 'ACOT6', 'KLHL17']",CBL
acute myeloid leukemia,myeloid progenitor cell,"['TCF4', 'TPR', 'PTK2B', 'ACY3', 'AP2M1']",TPR
acute myeloid leukemia,myeloid progenitor cell,"['CASP5', 'SLC12A5', 'HCP5', 'GNAS', 'NME2']",GNAS
acute myeloid leukemia,myeloid progenitor cell,"['VTI1A', 'RBBP4', 'ADAM6', 'NOPCHAP1', 'CHDH']",VTI1A
acute myeloid leukemia,myeloid progenitor cell,"['HNRNPUL2', 'RAB37', 'GSTT1', 'PRKCQ', 'INO80C']",PRKCQ
acute myeloid leukemia,myeloid progenitor cell,"['SH3GL1', 'CHMP6', 'ABCG2', 'NR3C2', 'BOC']",SH3GL1
acute myeloid leukemia,myeloid progenitor cell,"['TOP2B', 'APLNR', 'CCR3', 'ARPC5', 'LMOD1']",TOP2B
acute myeloid leukemia,myeloid progenitor cell,"['BCL7A', 'RYR2', 'PGR-AS1', 'ARMC6', 'FRMD8']",BCL7A
acute myeloid leukemia,myeloid progenitor cell,"['MORF4L2', 'CREB5', 'SMIM20', 'GSS', 'CYLD']",CYLD
acute myeloid leukemia,myeloid progenitor cell,"['AFMID', 'ANPEP', 'ALG12', 'ECEL1', 'LILRA2']",ANPEP
