disease,celltype,candidate_genes,y
melanoma,melanocyte,"['LRRC4', 'SPRR2F', 'SNORA63', 'SLC50A1', 'ZNF341']",ZNF341
melanoma,melanocyte,"['TCEAL1', 'KLRD1', 'TRPV3', 'HDAC8', 'GATA3']",GATA3
melanoma,melanocyte,"['SHTN1', 'AQP5', 'IRF6', 'HSP90AA2P', 'SERPINE1']",SHTN1
melanoma,melanocyte,"['MRPS12', 'PSMB9', 'BCL11B', 'IRAK4', 'YES1P1']",BCL11B
melanoma,melanocyte,"['METRN', 'PCED1B', 'CRYL1', 'KMT2A', 'ABALON']",KMT2A
melanoma,melanocyte,"['IFNAR1', 'INHBA', 'GALNT7', 'MAGED1', 'FIGN']",IFNAR1
melanoma,melanocyte,"['CD7', 'SOST', 'ECD', 'PRDM1', 'PLCD3']",PRDM1
melanoma,melanocyte,"['KLF14', 'CHEK2', 'FKBP5', 'PLK2', 'DES']",CHEK2
melanoma,melanocyte,"['MAST4', 'XIST', 'CIPC', 'PLCB2', 'DGCR8']",DGCR8
melanoma,melanocyte,"['KIF14', 'HPD', 'KEAP1', 'MEIOC', 'HSFY1']",KEAP1
melanoma,melanocyte,"['BHLHA15', 'CDCA8', 'A1CF', 'CYP11B1', 'GRK6']",A1CF
melanoma,melanocyte,"['LAYN', 'LFNG', 'ZDHHC2', 'DCAF12L2', 'RNASEL']",DCAF12L2
melanoma,melanocyte,"['RGL3', 'NDUFS8', 'IDO1', 'PTPN20', 'ADSL']",IDO1
melanoma,melanocyte,"['VPS13C', 'TSG101', 'PRDM16', 'GGPS1', 'LLGL1']",PRDM16
melanoma,melanocyte,"['CIAO2A', 'USP46', 'ZNF521', 'UBC', 'PSAT1']",ZNF521
melanoma,melanocyte,"['C13orf46', 'SCNN1D', 'VTI1B', 'RNF152', 'CDCA3']",C13orf46
melanoma,melanocyte,"['CLDN10', 'TTBK2', 'TMEM132D', 'CDK9', 'MYL12A']",TMEM132D
melanoma,melanocyte,"['HSP90AB1', 'NEIL3', 'CBLN1', 'TCL1B', 'TM7SF2']",HSP90AB1
melanoma,melanocyte,"['GRIPAP1', 'BCL2A1', 'HMGA2', 'DDAH1', 'MAP4K4']",HMGA2
melanoma,melanocyte,"['TERF2IP', 'TNFAIP3', 'PRADC1', 'GDF6', 'SST']",TNFAIP3
melanoma,melanocyte,"['PPIB', 'GNAS', 'ITGAE', 'CES1', 'NFE2']",GNAS
melanoma,melanocyte,"['NDUFS5', 'ERBB4', 'PRSS12', 'TIPRL', 'WFDC1']",ERBB4
melanoma,melanocyte,"['MIAT', 'PGAM1', 'CDKN2C', 'MSR1', 'FBXO39']",CDKN2C
melanoma,melanocyte,"['SPACA3', 'AP2A1', 'HGS', 'FLNA', 'OTC']",FLNA
melanoma,melanocyte,"['CTF1', 'MATK', 'CEP89', 'HEPH', 'SH3KBP1']",CEP89
melanoma,melanocyte,"['PREP', 'ITGA10', 'KIF2C', 'HOXC4', 'KDR']",KDR
melanoma,melanocyte,"['AKAP9', 'GLO1', 'ADAM17', 'MESD', 'OTOR']",AKAP9
melanoma,melanocyte,"['CNIH4', 'RRAGC', 'SH2D7', 'TET2', 'TMEM51']",TET2
melanoma,melanocyte,"['GATA2', 'OSBPL1A', 'TCEA1', 'C3', 'PSPN']",GATA2
melanoma,melanocyte,"['CD274', 'CBLIF', 'TIMP2', 'DISP3', 'TECTA']",CD274
melanoma,melanocyte,"['TRAV8-1', 'DOCK8', 'CT83', 'SRR', 'PLEK2']",DOCK8
