disease,celltype,candidate_genes,y
osteosarcoma,osteoblast,"['DMTF1', 'RPLP1', 'STEAP2', 'YWHAE', 'HOXA13']",YWHAE
osteosarcoma,osteoblast,"['PGK1', 'FAT4', 'MT-ND4', 'IMMP1L', 'LIG4']",FAT4
osteosarcoma,osteoblast,"['PRDM2', 'AGPAT4', 'KLHL31', 'P2RX6', 'ENSG00000269604']",PRDM2
osteosarcoma,osteoblast,"['PPP2R2B', 'KATNB1', 'BUB1B', 'PGLYRP1', 'KLF2']",BUB1B
osteosarcoma,osteoblast,"['IFNA1', 'PTPRT', 'MT1A', 'DUSP3', 'KIF14']",PTPRT
osteosarcoma,osteoblast,"['ZNF48', 'LOXL4', 'DRG2', 'IDH2', 'XIAP']",IDH2
osteosarcoma,osteoblast,"['NT5DC3', 'MAP3K13', 'ST3GAL3', 'PAGR1', 'ETV5']",MAP3K13
osteosarcoma,osteoblast,"['CDKL1', 'LIAS', 'ATF4', 'PGAP2', 'PAQR3']",ATF4
osteosarcoma,osteoblast,"['HSP90AA2P', 'TERT', 'SOX7', 'PDP1', 'PROS1']",TERT
osteosarcoma,osteoblast,"['CUEDC1', 'COXFA4L2', 'P2RX7', 'NDUFA11', 'TIMD4']",P2RX7
osteosarcoma,osteoblast,"['SSX1', 'CISH', 'USP41P', 'MAP3K5', 'PAXX']",SSX1
osteosarcoma,osteoblast,"['SRGN', 'ADAM12', 'MRPS30', 'ACTB', 'GLI1']",GLI1
osteosarcoma,osteoblast,"['TMEM45A', 'ADAR', 'MARK2', 'SSX2', 'VAX1']",SSX2
osteosarcoma,osteoblast,"['RB1', 'SCX', 'SAA2', 'CCL22', 'CACNA1A']",RB1
osteosarcoma,osteoblast,"['C1QC', 'WNT1', 'LRRC23', 'FUS', 'MAFG']",FUS
osteosarcoma,osteoblast,"['OAS3', 'ID3', 'IKZF1', 'RGS12', 'LRRC8E']",IKZF1
osteosarcoma,osteoblast,"['PPY', 'HEYL', 'BRIP1', 'CTDSPL2', 'HSPB6']",BRIP1
osteosarcoma,osteoblast,"['SOD2', 'PAK4', 'DDX1', 'PAK1', 'H2BC4']",PAK4
osteosarcoma,osteoblast,"['NR2F1', 'TSPAN16-AS1', 'CORO1C', 'ELK3', 'RMC1']",NR2F1
osteosarcoma,osteoblast,"['BCHE', 'MAGEB2', 'PCAT1', 'PCBP1', 'SUMO1']",PCBP1
osteosarcoma,osteoblast,"['CFDP1', 'ZNRF3', 'ZNF451', 'PTTG2', 'CCL22']",ZNRF3
osteosarcoma,osteoblast,"['KRIT1', 'TCOF1', 'CAMK2N1', 'KTN1', 'TBC1D1']",KTN1
osteosarcoma,osteoblast,"['LNPK', 'MAP4K4', 'TRA2B', 'MAP2K7', 'FOS']",FOS
osteosarcoma,osteoblast,"['CHRDL2', 'PSMD14', 'SLC35A2', 'ZNF597', 'DDX60L']",PSMD14
osteosarcoma,osteoblast,"['HAGLROS', 'OAZ1', 'PIK3R5', 'PDP1', 'NF2']",NF2
osteosarcoma,osteoblast,"['ANXA7', 'H3P42', 'DVL1', 'NPM1', 'SMURF2']",NPM1
osteosarcoma,osteoblast,"['CS', 'OR3A4P', 'ANPEP', 'RIPK1', 'H3C7']",OR3A4P
osteosarcoma,osteoblast,"['POU3F1', 'PAX3', 'RPS9', 'SPRED1', 'CDH3']",PAX3
osteosarcoma,osteoblast,"['PIAS2', 'ENSG00000254488', 'TWIST1', 'RIPK3', 'CHML']",TWIST1
osteosarcoma,osteoblast,"['BANK1', 'FANCG', 'AGTR2', 'SCN1A', 'PITX1']",FANCG
